,title,published,date,author_corresponding_institution,journal,citation_count
612,Molecular basis for the maintenance of lipid asymmetry in the outer membrane of Escherichia coli,10.1074/jbc.ra118.002441,2018-02-08,National University of Singapore,['J. Biol. Chem.'],18
613,A folded viral noncoding RNA blocks host cell exoribonucleases through programmed remodeling of RNA structure,10.1073/pnas.1802429115,2018-02-09,University of Colorado School of Medicine,['Proc Natl Acad Sci USA'],15
614,Zinc(II) binding on human wild-type ISCU and Met140 variants modulates Fe-S complex activity,10.1016/j.biochi.2018.07.012,2018-02-10,University of Oxford,['Biochimie'],10
617,Structure of a novel dimeric SET domain methyltransferase regulating cell motility,10.1016/j.jmb.2018.08.017,2018-02-12,Medical University of Vienna,['Journal of Molecular Biology'],1
619,The universally-conserved transcription factor RfaH is recruited to a hairpin structure of the non-template DNA strand,10.7554/elife.36349,2018-02-13,Universitaet Bayreuth,[],12
620,Structure of a novel dimeric SET domain methyltransferase that regulates cell motility,10.1016/j.jmb.2018.08.017,2018-02-13,Medical University of Vienna,['Journal of Molecular Biology'],1
622,Biochemical Characterization of RecBCD Enzyme from An Antarctic Pseudomonas Species and Identification of Its Cognate Chi (χ) Sequence,10.1371/journal.pone.0197476,2018-02-15,"CSIR-Centre for Cellular and Molecular Biology, Uppal Road, Hyderabad-500007, INDIA",['PLoS ONE'],0
623,Biochemical Characterization of RecBCD Enzyme from An Antarctic Pseudomonas Species and Identification of Its Cognate Chi (χ) Sequence,10.1371/journal.pone.0197476,2018-02-16,"CSIR-Centre for Cellular and Molecular Biology, Uppal Road, Hyderabad-500007, INDIA",['PLoS ONE'],0
624,Control of mRNA decapping by autoinhibition,10.1093/nar/gky233,2018-02-16,University of California San Francisco,[],7
625,Mavacamten stabilizes a folded-back sequestered super-relaxed state of β-cardiac myosin,10.1073/pnas.1809540115,2018-02-16,Stanford University School of Medicine,['Proc Natl Acad Sci USA'],30
626,A fully automatic method yielding initial models from high-resolution electron cryo-microscopy maps,10.1038/s41592-018-0173-1,2018-02-16,Los Alamos National Laboratory,['Nat Methods'],30
627,Structure and mutagenic analysis of the lipid II flippase MurJ from Escherichia coli,10.1073/pnas.1802192115,2018-02-19,Harvard Medical School,['Proc Natl Acad Sci USA'],20
628,SETD3 protein is the actin-specific histidine N-methyltransferase,10.7554/elife.37921,2018-02-20,"Department of Metabolic Regulation, Faculty of Biology, University of Warsaw, University of Warsaw",[],18
629,Real-time tracking of complex ubiquitination cascades using a fluorescent confocal on-bead assay,10.1186/s12915-018-0554-z,2018-02-21,"University of Edinburgh, Edinburgh, UK",['BMC Biol'],3
630,Clinical assay for direct assessment of IgG galactosylation in serum using endoglycosidase S,10.1074/mcp.TIR118.000740,2018-02-22,Ghent University and VIB,['Mol Cell Proteomics'],5
631,Structural Capacitance in Protein Evolution and Human Diseases,10.1016/j.jmb.2018.06.051,2018-02-22,Monash University,['Journal of Molecular Biology'],1
632,Structural Capacitance in Protein Evolution and Human Diseases,10.1016/j.jmb.2018.06.051,2018-02-22,Monash University,['Journal of Molecular Biology'],1
633,Quantitative solid-phase assay to measure deoxynucleoside triphosphate pools,10.1093/biomethods/bpy011,2018-02-23,University of Helsinki,[],1
634,Utilizing a resource of enrichment profiles in plasma for the systematic assessment of antibody selectivity.,10.1038/s41598-019-43552-5,2018-02-23,"Affinity Proteomics, Science for Life Laboratory, KTH - Royal Institute of Technology",['Sci Rep'],6
635,"Structural basis of human 5,10-methylenetetrahydrofolate reductase (MTHFR) regulation by phosphorylation and S-adenosylmethionine inhibition",10.1038/s41467-018-04735-2,2018-02-26,"Structural Genomics Consortium, University of Oxford",['Nat Commun'],7
637,Deep mutational analysis reveals functional trade-offs in the sequences of EGFR autophosphorylation sites,10.1073/pnas.1803598115,2018-02-28,"University of California, Berkeley",['Proc Natl Acad Sci USA'],8
638,Control of mRNA decapping by autoinhibition,10.1093/nar/gky233,2018-02-28,University of California San Francisco,[],7
639,The Shape of the Ribosome Exit Tunnel Affects Cotranslational Protein Folding,10.7554/elife.36326,2018-03-01,Stockholm University,[],13
642,HSP90 inhibitors disrupt a transient HSP90-HSF1 interaction and identify a noncanonical model of HSP90-mediated HSF1 regulation,10.1038/s41598-018-25404-w,2018-03-02,"Urology Department, Geisinger Clinic, WCR 221, Danville, PA",['Sci Rep'],30
643,The emerging role of physical modeling in the future of structure determination,10.1016/j.sbi.2018.03.005,2018-03-04,University of Calgary,['Current Opinion in Structural Biology'],9
644,Ferrous iron folds rRNA and mediates translation,10.1073/pnas.1803636115,2018-03-05,Georgia Institute of Technology,['Proc Natl Acad Sci USA'],13
645,Near-Infrared Spectroscopy for metabolite quantification and species identification,10.1002/ece3.4847,2018-03-06,The Univeristy of New South Wales,['Ecol Evol'],2
647,Spontaneous emergence of self-replication in chemical reaction systems,10.1074/jbc.RA118.003795,2018-03-07,Uppsala University,['J. Biol. Chem.'],2
651,Mavacamten stabilizes a folded-back sequestered super-relaxed state of β-cardiac myosin,10.1073/pnas.1809540115,2018-03-10,Stanford University School of Medicine,['Proc Natl Acad Sci USA'],30
655,Serum glycoprotein biomarker validation for esophageal adenocarcinoma and application to Barrett’s surveillance,10.1074/mcp.ra118.000734,2018-03-13,"QIMR Berghofer Medical Research Institute, Brisbane, Queensland, Australia",['Mol Cell Proteomics'],4
656,Electron cryo-microscopy structure of the canonical TRPC4 ion channel,10.7554/elife.36615,2018-03-14,Max Planck Institute of Molecular Physiology,[],49
657,Measuring Endoplasmic Reticulum Signal Sequences Translocation Efficiency Using the Xbp1 Arrest Peptide,10.1016/j.chembiol.2018.04.006,2018-03-14,"Department of Biochemistry and Biophysics, Stockholm University",['Cell Chemical Biology'],5
658,Site-Specific Labelling of Multidomain Proteins by Amber Codon Suppression,10.1038/s41598-018-33115-5,2018-03-14,Goethe University Frankfurt,['Sci Rep'],0
660,Self-assembly of mutant huntingtin exon-1 fragments into large complex fibrillar structures involves nucleated branching,10.1016/j.jmb.2018.03.017,2018-03-15,"Max Delbrueck Center for Molecular Medicine, Germany",['Journal of Molecular Biology'],7
661,Endoglycosidase S enables a highly simplified clinical chemistry assay procedure for direct assessment of serum IgG undergalactosylation in chronic inflammatory disease,10.1074/mcp.TIR118.000740,2018-03-15,Ghent University and VIB,['Mol Cell Proteomics'],5
662,Structural elements required for coupling ion and substrate transport in the neurotransmitter transporter homolog LeuT.,10.1073/pnas.1716870115,2018-03-15,Yale University,['Proc Natl Acad Sci USA'],5
663,Identifying small molecule binding sites for epigenetic proteins at domain-domain interfaces,10.1002/cmdc.201800030,2018-03-16,University of Oxford,['ChemMedChem'],1
664,Structures reveal opening of the store-operated calcium channel Orai,10.7554/elife.36758,2018-03-17,Memorial Sloan Kettering Cancer Center,[],15
665,Conversion of a soluble protein into a potent chaperone in vivo,10.1038/s41598-019-39158-6,2018-03-19,Department of Biochemistry and Biophysics,['Sci Rep'],1
667,Phosphoserine acidic cluster motifs in the cytoplasmic domains of transmembrane proteins bind distinct basic regions on the μ subunits of clathrin adaptor protein complexes,10.1074/jbc.RA118.003080,2018-03-21,"Department of Medicine, University of California San Diego, La Jolla, California, USA",['J. Biol. Chem.'],4
668,Frequent Monitoring of C-peptide Levels in Newly Diagnosed Type 1 Subjects Using Dried Blood Spots Collected at Home,10.1210/jc.2018-00500,2018-03-21,University of Cambridge,[],4
670,Crystallographic observation of nonenzymatic RNA primer extension,10.7554/elife.36422,2018-03-22,Harvard University,[],8
672,Crystal structure of arginine-bound lysosomal transporter SLC38A9 in the cytosol-open state,10.1038/s41594-018-0072-2,2018-03-24,HHMI/UCLA,['Nat Struct Mol Biol'],11
673,Diverse lipid conjugates for functional extra-hepatic siRNA delivery in vivo,10.1093/nar/gky1239,2018-03-26,University of Massachusetts,[],12
674,The formation of intramolecular secondary structure brings mRNA ends in close proximity,10.1038/s41467-018-06792-z,2018-03-27,"School of Medicine and Dentistry, University of Rochester, Rochester, NY 14642, USA",['Nat Commun'],10
676,Topovectorial mechanisms control the juxtamembrane proteolytic processing of Nrf1 to remove its N-terminal polypeptides during maturation of the CNC-bZIP factor,10.1016/j.taap.2018.09.039,2018-03-27,Chongqing University,['Toxicology and Applied Pharmacology'],7
678,Heavily and Fully Modified RNAs Guide Efficient SpyCas9-Mediated Genome Editing,10.1038/s41467-018-05073-z,2018-03-28,University of Massachusetts Medical School,['Nat Commun'],24
682,Receptor binding and proteolysis do not induce large conformational changes in the SARS-CoV spike,10.1038/s41598-018-34171-7,2018-03-31,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute",['Sci Rep'],16
683,Structural Analysis of Inhibitor Binding to CAMKK1 Identifies Features Necessary for Design of Specific Inhibitors,10.1038/s41598-018-33043-4,2018-03-31,University of Oxford,['Sci Rep'],3
685,Structural basis for substrate binding and specificity of a sodium/alanine symporter AgcS,10.1073/pnas.1806206116,2018-04-03,HHMI UCLA,['Proc Natl Acad Sci USA'],2
687,Dynamics of Plasma Lipidome in Progression to Islet Autoimmunity and Type 1 Diabetes: Type 1 Diabetes Prediction and Prevention Study (DIPP),10.1038/s41598-018-28907-8,2018-04-03,"Turku Centre for Biotechnology, University of Turku and Abo Akademi University, Turku 20520, Finland",['Sci Rep'],15
688,Visualizing conformational dynamics of proteins in solution and at the cell membrane,10.7554/elife.37248,2018-04-03,University of Washington,[],5
690,The structural basis for cancer drug interactions with the catalytic and allosteric sites of SAMHD1,10.1073/pnas.1805593115,2018-04-06,Yale University,['Proc Natl Acad Sci USA'],8
691,New tools for evaluating protein tyrosine sulphation: Tyrosyl Protein Sulphotransferases (TPSTs) are novel targets for RAF protein kinase inhibitors,10.1042/bcj20180266,2018-04-06,University of Liverpool,[],12
692,New tools for carbohydrate sulphation analysis: Heparan Sulphate 2-O-sulphotranserase (HS2ST) is a target for small molecule protein kinase inhibitors,10.1042/BCJ20180265,2018-04-06,University of Liverpool,[],5
693,Distinct RanBP1 nuclear export and cargo dissociation mechanisms between fungi and animals,10.7554/eLife.41331,2018-04-07,Sichuan University,[],1
694,Riboglow: a multicolor riboswitch-based platform for live cell imaging of mRNA and small non-coding RNA in mammalian cells,10.1038/s41589-018-0103-7,2018-04-09,University of Colorado Boulder,['Nat Chem Biol'],33
697,An open library of human kinase domain constructs for automated bacterial expression,10.1021/acs.biochem.7b01081,2018-04-10,"Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center",['Biochemistry'],1
699,Modulation of mitochondrial Hsp90 (TRAP1) ATPase activity by calcium and magnesium,10.1074/jbc.ra118.003562,2018-04-11,Howard Hughes Medical Institute / University of California San Francisco,['J. Biol. Chem.'],2
703,Vms1p is a release factor for the Ribosome-associated Quality control Complex,10.1038/s41467-018-04564-3,2018-04-14,University of Utah,['Nat Commun'],22
704,Loss of charge at solvent exposed Lys residues does not induce the aggregation of superoxide dismutase 1,10.1371/journal.pone.0206751,2018-04-14,University of Florida,['PLoS ONE'],1
705,Lon recognition of the replication initiator DnaA is not confined to a single degron,10.1111/mmi.14146,2018-04-14,UMass Amherst,['Mol Microbiol'],6
708,NAD(P)HX repair deficiency causes central metabolic perturbations in yeast and human cells,10.1111/febs.14631,2018-04-16,University of Luxembourg,['FEBS J'],9
709,Tuning site-specific dynamics to drive allosteric activation in a pneumococcal zinc uptake regulator,10.7554/elife.37268,2018-04-16,Indiana University,[],6
710,Underwater hyperspectral classification of deep sea corals exposed to 2-methylnaphthalene,10.1371/journal.pone.0209960,2018-04-16,Ecotone AS,['PLoS ONE'],3
711,RNA binding and HEPN nuclease activation are decoupled in CRISPR-Cas13a,10.1016/j.celrep.2018.06.105,2018-04-16,University of Rochester,['Cell Reports'],20
713,"The lipid environment determines the activity of the E. coli ammonium transporter, AmtB",10.1096/fj.201800782R,2018-04-17,University of Strathclyde,['FASEB j.'],8
717,"Effects of protein size, thermodynamic stability, and net charge on cotranslational folding on the ribosome",10.1073/pnas.1812756115,2018-04-18,Stockholm University,['Proc Natl Acad Sci USA'],18
718,Modulation of mitochondrial Hsp90 (TRAP1) ATPase activity by calcium and magnesium,10.1074/jbc.ra118.003562,2018-04-18,Howard Hughes Medical Institute / University of California San Francisco,['J. Biol. Chem.'],2
719,Structural analysis of the active site and DNA binding of human cytidine deaminase APOBEC3B,10.1021/acs.jctc.8b00545,2018-04-18,University of Massachusetts Medical School,['J. Chem. Theory Comput.'],3
720,Stepwise C-Terminal Truncation of Cardiac Troponin T Alters Function at Low and Saturating Ca2+,10.1016/j.bpj.2018.06.028,2018-04-19,Brody School of Medicine at East Carolina University,['Biophysical Journal'],3
721,Glycoprotein 3 of porcine reproductive and respiratory syndrome virus exhibits an unusual hairpin-like membrane topology,10.1128/jvi.00660-18,2018-04-19,Free University of Berlin,['J Virol'],1
722,Transient kinetic analysis of SWR1C-catalyzed H2A.Z deposition unravels the impact of nucleosome dynamics and the asymmetry of stepwise histone exchange,10.1016/j.celrep.2019.03.035,2018-04-19,University of Massachusetts Medical School,['Cell Reports'],4
726,LONP1 is required for maturation of a subset of mitochondrial proteins and its loss elicits an integrated stress response,10.1128/mcb.00412-17,2018-04-23,"Montreal Neurological Institute & Department of Human Genetics, McGill University, Montreal, Canada",['Mol Cell Biol'],14
727,Artefactual formation of pyruvate from in-source conversion of lactate,10.1002/rcm.8159,2018-04-23,"A.J. Drexel Autism Institute, Drexel University",['Rapid Commun Mass Spectrom'],2
733,Isonitrile Formation by a Non-heme Iron(II)-dependent Oxidase/Decarboxylase,10.1002/anie.201804307,2018-04-25,"University of California, Berkeley",['Angew. Chem. Int. Ed.'],14
