,title,published
901,A strategy to study intrinsically mixed folded proteins: The structure in solution of ataxin-3,10.1016/j.bpj.2018.05.029
902,Lipid droplet phase transition in freezing cat embryos and oocytes probed by Raman spectroscopy,10.1016/j.bpj.2018.06.019
903,Structure of the 30S ribosomal decoding complex at ambient temperature,10.1261/rna.067660.118
904,Effect of 5-trans isomer of arachidonic acid on model liposomal membranes studied by a combined simulation and experimental approach,10.1007/s00232-018-0029-8
905,SESCA: Predicting the Circular Dichroism Spectra of Proteins from Molecular Structure,10.1021/acs.jctc.9b00203
908,Radioprotective role of cyanobacterial phycobilisomes,10.1016/j.bbabio.2018.11.018
909,The Dynamics and Energy Landscape of DNA Plectoneme Nucleation,10.1103/PhysRevE.98.042412
910,Conformational flexibility of collagen molecules: composition and environmental effects,10.1016/j.bpj.2018.09.003
911,Identifying G protein-coupled receptor dimers from crystal packings,10.1107/s2059798318008136
912,Predicting three-dimensional genome organization with chromatin states,10.1371/journal.pcbi.1007024
913,Structure of the mouse TRPC4 ion channel,10.1038/s41467-018-05247-9
914,ERASE: a novel surface reconditioning strategy for single-molecule experiments,10.1093/nar/gky1168
915,Structure of the receptor-activated human TRPC6 ion channel,10.1038/s41422-018-0038-2
917,Predicting three-dimensional genome organization with chromatin states,10.1371/journal.pcbi.1007024
920,Cochaperones enable Hsp70 to fold proteins like a Maxwell’s demon,10.1038/s41598-018-31641-w
921,Ligand binding and conformational changes of SUR1 subunit in pancreatic ATP-sensitive potassium channels,10.1007/s13238-018-0530-y
922,Mapping local and global liquid-liquid phase behavior in living cells using light-activated multivalent seeds,10.1016/j.cell.2018.10.048
923,DNA crookedness regulates DNA mechanical properties at short length scales,10.1103/physrevlett.122.048102
924,Pollen Patterns Form from Modulated Phases,10.1016/j.cell.2019.01.014
926,Switch-like activation of Bruton’s tyrosine kinase by membrane-mediated dimerization,10.1073/pnas.1819309116
929,Biomolecular simulations under realistic macroscopic salt conditions,10.1021/acs.jpcb.7b11734
931,A Bayesian sequential learning framework to parameterise continuum models of melanoma invasion into human skin,10.1007/s11538-018-0532-1
933,Structural transition and antibody binding of Ebola GP and Zika E proteins from pre-fusion to fusion-initiation state,10.3390/biom8020025
934,DNA-Encircled Lipid Bilayers,10.1039/c8nr06505e
936,Linear motor driven-rotary motion of a membrane-permeabilized ghost in Mycoplasma mobile,10.1038/s41598-018-29875-9
937,Structure of the human lipid-sensitive cation channel TRPC3,10.7554/eLife.36852
938,Optical Imaging of Metabolic Dynamics in Animals,10.1038/s41467-018-05401-3
939,Characterisation of molecular motions in cryo-EM single-particle data by multi-body refinement in RELION,10.7554/elife.36861
940,How small-molecule inhibitors of dengue-virus infection interfere with viral membrane fusion,10.7554/elife.36461
941,Cochaperones enable Hsp70 to fold proteins like a Maxwell’s demon,10.1038/s41598-018-31641-w
943,Cryo-EM structure of the polycystin 2-l1 ion channel,10.7554/elife.36931
944,Mavacamten stabilizes the auto-inhibited state of two-headed cardiac myosin,10.1073/pnas.1720342115
945,Kinetic analysis methods applied to single motor protein trajectories,10.1039/c8cp03056a
946,Nanoscale spatio-temporal diffusion modes measured by simultaneous confocal and STED imaging,10.1021/acs.nanolett.8b01190
947,Mavacamten stabilizes the auto-inhibited state of two-headed cardiac myosin,10.1073/pnas.1720342115
948,Non-productive Binding Modes as a Prominent Feature of Aβ1-40 Fiber Elongation: Insights from Molecular Dynamics Simulation,10.1021/acs.jcim.8b00169
949,High precision wavefront control in point spread function engineering for single emitter localization,10.1364/OE.26.008397
951,Dynamic and Structural Modeling of the Specificity in Protein-DNA Interactions Guided by Binding Assay and Structure Data,10.1021/acs.jctc.8b00299
953,Temperature-dependent estimation of Gibbs energies using an updated group contribution method,10.1016/j.bpj.2018.04.030
954,A simple and robust procedure for preparing graphene-oxide cryo-EM grids,10.1016/j.jsb.2018.07.007
955,Visualizing structure-mediated interactions in supercoiled DNA molecules,10.1093/nar/gky266
956,Standardized microgel beads as elastic cell mechanical probes,10.1039/C8TB01421C
957,Cell membranes resist flow,10.1016/j.cell.2018.09.054
958,Entropic Forces Drive Clustering and Spatial Localization of Influenza A M2 During Viral Budding,10.1073/pnas.1805443115
959,Signal-to-Noise ratio made easy: A tool to assess your confocal performance,10.1038/s41598-018-37781-3
962,Identifying G protein-coupled receptor dimers from crystal packings,10.1107/s2059798318008136
963,"HIV-1 Env gp41 Transmembrane Domain Dynamics are Modulated by Lipid, Water, and Ion Interactions",10.1016/j.bpj.2018.05.022
964,Nonlinear calcium ion waves along actin filaments control active hair-bundle motility,10.1016/j.biosystems.2018.08.006
969,The Structural Basis of IKs Ion-Channel Activation: Mechanistic Insights from Molecular Simulations,10.1016/j.bpj.2018.04.023
971,The Organization of Membranes Below 100 nm: Experimental Breakthroughs Occasion a Modeling Manifesto,10.1016/j.bpj.2018.07.012
973,Monitoring Unfolding of Titin I27 single- and bi-Domain with High-Pressure NMR Spectroscopy.,10.1016/j.bpj.2018.06.010
974,Optical recording of action potential initiation and propagation in mouse skeletal muscle fibers,10.1016/j.bpj.2018.10.026
975,Quantifying configuration-sampling error in Langevin simulations of complex molecular systems,10.3390/e20050318
980,Orthogonal fingerprinting for accurate and fast single-molecule mechanical profiling of proteins,10.1038/s42005-019-0192-y
981,Geometry-dependent instabilities in electrically excitable tissues,10.1016/j.cels.2018.08.013
983,Cochaperones enable Hsp70 to fold proteins like a Maxwell’s demon,10.1038/s41598-018-31641-w
986,Stability of local secondary structure determines selectivity of viral RNA chaperones,10.1093/nar/gky394
987,Liquid-Liquid Phase Separation of Patchy Particles Illuminates Diverse Effects of Regulatory Components on Protein Droplet Formation,10.1038/s41598-018-25132-1
988,Piezo1 calcium flickers localize to hotspots of cellular traction forces,10.1016/j.bpj.2018.11.2049
989,Physics of lumen growth,10.1073/pnas.1722154115
992,Spatial Self-Organization Resolves Conflicts Between Individuality and Collective Migration,10.1038/s41467-018-04539-4
993,Auxiliary subunits keep AMPA receptors compact during activation and desensitization,10.7554/elife.40548
994,Design Principles for Autonomous Illumination Control in Localization Microscopy,10.1364/OE.26.030882
995,Molecular basis for voltage sensitivity in membrane proteins,10.1085/jgp.201812086
997,When more is less: Dual phosphorylation protects signaling off-state against overexpression,10.1016/j.bpj.2018.08.019
998,Controlling load-dependent contractility of the heart at the single molecule level,10.1038/s41594-018-0069-x
1000,Synaptobrevin-2 C-terminal Flexible Region Regulates the Discharge of Catecholamine.,10.1016/j.bpj.2019.01.028
1001,Modeling cell-substrate de-adhesion dynamics under fluid shear,10.1088/1478-3975/aabc66
1002,Tissue flow induces cell shape changes during organogenesis,10.1016/j.bpj.2018.10.028
1004,Nucleosome conformational variability in solution and in interphase nuclei evidenced by cryo-electron miocroscopy of vitreous sections,10.1093/nar/gky670
1006,Flat-field illumination for quantitative fluorescence imaging,10.1364/oe.26.015276
1007,Chromatin remodelers couple inchworm motion with twist-defect formation to slide nucleosomal DNA,10.1371/journal.pcbi.1006512
1010,Interphase Human Chromosome Exhibits Out of Equilibrium Glassy Dynamics,10.1038/s41467-018-05606-6
1011,Real-time observation of DNA target interrogation and product release by the RNA-guided endonuclease CRISPR Cpf1,10.1073/pnas.1718686115
1012,Chromatin remodelers couple inchworm motion with twist-defect formation to slide nucleosomal DNA,10.1371/journal.pcbi.1006512
1013,Enchained growth and cluster dislocation: a possible mechanism for microbiota homeostasis,10.1371/journal.pcbi.1006986
1014,Chromatin remodelers couple inchworm motion with twist-defect formation to slide nucleosomal DNA,10.1371/journal.pcbi.1006512
1015,Flat-field illumination for quantitative fluorescence imaging,10.1364/oe.26.015276
1016,"Positive Cardiac Inotrope, Omecamtiv Mecarbil, Activates Muscle Despite Suppressing the Myosin Working Stroke",10.1038/s41467-018-06193-2
1017,Confidence Analysis of DEER Data and its Structural Interpretation with Ensemble-Biased Metadynamics,10.1016/j.bpj.2018.08.008
1018,Modified Pearson Correlation Coefficient for Two-color Imaging in Spherocylindrical Cells,10.1186/s12859-018-2444-3
1019,Ezrin enrichment on curved membranes requires a specific conformation or interaction with a curvature-sensitive partner,10.7554/elife.37262
1020,Complementary studies of lipid membrane dynamics using iSCAT and super-resolved Fluorescence Correlation Spectroscopy,10.1088/1361-6463/aac04f
1023,Computational assessment of blood flow heterogeneity in dialysis patients’ cardiac ventricles,10.3389/fphys.2018.00511
1026,Quantifying configuration-sampling error in Langevin simulations of complex molecular systems,10.3390/e20050318
1028,Routine Determination of Ice Thickness for Cryo-EM Grids,10.1016/j.jsb.2018.06.007
1029,Charge fluctuation effects on the shape of flexible polyampholytes with applications to Intrinsically disordered proteins,10.1063/1.5035428
1030,Structures of filaments from Pick’s disease reveal a novel tau protein fold,10.1038/s41586-018-0454-y
1031,Near-atomic cryo-EM structure of yeast kinesin 5-microtubule complex reveals a distinct binding footprint,10.1016/j.jmb.2019.01.011
1034,A discontinuous Galerkin model for fluorescence loss in photobleaching of intracellular polyglutamine protein aggregates,10.1186/s13628-018-0046-0
1035,Defining a canonical ligand-binding pocket in the orphan nuclear receptor Nurr1,10.1016/j.str.2018.10.002
1036,Membrane Diffusion Occurs by a Continuous-Time Random Walk Sustained by Vesicular Trafficking,10.1016/j.bpj.2018.04.024
1037,Atomic-level characterization of protein-protein association,10.1073/pnas.1815431116
1039,Infectivity of dengue virus serotypes 1 and 2 is correlated to E protein intrinsic dynamics but not to envelope conformations,10.1016/j.str.2018.12.006
1040,High-resolution experimental and computational electrophysiology reveals weak β-lactam binding events in the porin PorB,10.1038/s41598-018-37066-9
1041,The Structural Basis of IKs Ion-Channel Activation: Mechanistic Insights from Molecular Simulations,10.1016/j.bpj.2018.04.023
1042,Probing compression versus stretch activated recruitment of cortical actin and apical junction proteins using mechanical stimulations of suspended doublets.,10.1063/1.5025216
1043,Structural mechanism for Bruton’s tyrosine kinase activation at the cell membrane,10.1073/pnas.1819301116
1044,Quantifying nucleation in vivo reveals the physical basis of prion-like phase behavior,10.1016/j.molcel.2018.06.016
1045,Geometry-dependent instabilities in electrically excitable tissues,10.1016/j.cels.2018.08.013
1048,"Tight Turns of Outer Membrane Proteins: An Analysis of Sequence, Structure, and Hydrogen Bonding",10.1016/j.jmb.2018.06.013
1050,Precision in a rush: trade-offs between positioning and steepness of the hunchback expression pattern,10.1371/journal.pcbi.1006513
1052,A double-edged sword: supramolecular complexes of triazavirine display multicenter binding effects which influence aggregate formation,10.1080/07391102.2018.1507837
1053,Sub-2 A Ewald Curvature Corrected Single-Particle Cryo-EM,10.1038/s41467-018-06076-6
1054,gmxapi: a high-level interface for advanced control and extension of molecular dynamics simulations,10.1093/bioinformatics/bty484
1056,High Resolution Single Particle Cryo-Electron Microscopy using Beam-Image Shift,10.1016/j.jsb.2018.07.015
1058,Single-molecule diffusion-based estimation of ligand effects on G protein-coupled receptors,10.1126/scisignal.aao1917
