,title,published,date,author_corresponding_institution,journal,citation_count
974,Optical recording of action potential initiation and propagation in mouse skeletal muscle fibers,10.1016/j.bpj.2018.10.026,2018-03-31,University of Maryland School of Medicine,['Biophysical Journal'],0
975,Quantifying configuration-sampling error in Langevin simulations of complex molecular systems,10.3390/e20050318,2018-03-31,"Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center",['Entropy'],4
980,Orthogonal fingerprinting for accurate and fast single-molecule mechanical profiling of proteins,10.1038/s42005-019-0192-y,2018-04-02,"Centro Nacional de Investigaciones Cardiovasculares Carlos III (CNIC), 28029 Madrid, Spain",['Commun Phys'],1
981,Geometry-dependent instabilities in electrically excitable tissues,10.1016/j.cels.2018.08.013,2018-04-02,Harvard University,['Cell Systems'],7
983,Cochaperones enable Hsp70 to fold proteins like a Maxwell’s demon,10.1038/s41598-018-31641-w,2018-04-03,Unaffiliated,['Sci Rep'],2
986,Stability of local secondary structure determines selectivity of viral RNA chaperones,10.1093/nar/gky394,2018-04-03,"Astbury Centre for Structural Molecular Biology, University of Leeds",[],5
987,Liquid-Liquid Phase Separation of Patchy Particles Illuminates Diverse Effects of Regulatory Components on Protein Droplet Formation,10.1038/s41598-018-25132-1,2018-04-03,University of Illinois at Chicago,['Sci Rep'],26
988,Piezo1 calcium flickers localize to hotspots of cellular traction forces,10.1016/j.bpj.2018.11.2049,2018-04-03,UC Irvine,['Biophysical Journal'],1
989,Physics of lumen growth,10.1073/pnas.1722154115,2018-04-04,National University Of Singapore,['Proc Natl Acad Sci USA'],12
992,Spatial Self-Organization Resolves Conflicts Between Individuality and Collective Migration,10.1038/s41467-018-04539-4,2018-04-05,Yale University,['Nat Commun'],21
993,Auxiliary subunits keep AMPA receptors compact during activation and desensitization,10.7554/elife.40548,2018-04-05,Humboldt University Berlin and FMP-Berlin,[],4
994,Design Principles for Autonomous Illumination Control in Localization Microscopy,10.1364/OE.26.030882,2018-04-05,Ecole Polytechnique Federale de Lausanne (EPFL),['Opt. Express'],5
995,Molecular basis for voltage sensitivity in membrane proteins,10.1085/jgp.201812086,2018-04-05,SciLifeLab/KTH,[],5
997,When more is less: Dual phosphorylation protects signaling off-state against overexpression,10.1016/j.bpj.2018.08.019,2018-04-05,Charite - Universitatsmedizin Berlin and IRI Life Sciences,['Biophysical Journal'],0
998,Controlling load-dependent contractility of the heart at the single molecule level,10.1038/s41594-018-0069-x,2018-04-05,Stanford University School of Medicine,['Nat Struct Mol Biol'],21
1000,Synaptobrevin-2 C-terminal Flexible Region Regulates the Discharge of Catecholamine.,10.1016/j.bpj.2019.01.028,2018-04-06,Max Planck Institute for Biophysical Chemistry,['Biophysical Journal'],0
1001,Modeling cell-substrate de-adhesion dynamics under fluid shear,10.1088/1478-3975/aabc66,2018-04-06,Raman Research Institute,['Phys. Biol.'],4
1002,Tissue flow induces cell shape changes during organogenesis,10.1016/j.bpj.2018.10.028,2018-04-06,Syracuse University,['Biophysical Journal'],0
1004,Nucleosome conformational variability in solution and in interphase nuclei evidenced by cryo-electron miocroscopy of vitreous sections,10.1093/nar/gky670,2018-04-06,"Laboratoire de Physique des Solides, CNRS, Universite Paris Saclay, Orsay, France",[],9
1006,Flat-field illumination for quantitative fluorescence imaging,10.1364/oe.26.015276,2018-04-07,"CREOL, The College of Optics and Photonics, University of Central Florida",['Opt. Express'],14
1007,Chromatin remodelers couple inchworm motion with twist-defect formation to slide nucleosomal DNA,10.1371/journal.pcbi.1006512,2018-04-09,Kyoto University,['PLoS Comput Biol'],12
1010,Interphase Human Chromosome Exhibits Out of Equilibrium Glassy Dynamics,10.1038/s41467-018-05606-6,2018-04-09,University of Texas at Austin,['Nat Commun'],25
1011,Real-time observation of DNA target interrogation and product release by the RNA-guided endonuclease CRISPR Cpf1,10.1073/pnas.1718686115,2018-04-09,Johns Hopkins University School of Medicine,['Proc Natl Acad Sci USA'],31
1012,Chromatin remodelers couple inchworm motion with twist-defect formation to slide nucleosomal DNA,10.1371/journal.pcbi.1006512,2018-04-10,Kyoto University,['PLoS Comput Biol'],12
1013,Enchained growth and cluster dislocation: a possible mechanism for microbiota homeostasis,10.1371/journal.pcbi.1006986,2018-04-10,Sorbonne Universite / CNRS,['PLoS Comput Biol'],3
1014,Chromatin remodelers couple inchworm motion with twist-defect formation to slide nucleosomal DNA,10.1371/journal.pcbi.1006512,2018-04-11,Kyoto University,['PLoS Comput Biol'],12
1015,Flat-field illumination for quantitative fluorescence imaging,10.1364/oe.26.015276,2018-04-11,"CREOL, The College of Optics and Photonics, University of Central Florida",['Opt. Express'],14
1016,"Positive Cardiac Inotrope, Omecamtiv Mecarbil, Activates Muscle Despite Suppressing the Myosin Working Stroke",10.1038/s41467-018-06193-2,2018-04-11,"Pennsylvania Muscle Institute, University of Pennsylvania",['Nat Commun'],19
1017,Confidence Analysis of DEER Data and its Structural Interpretation with Ensemble-Biased Metadynamics,10.1016/j.bpj.2018.08.008,2018-04-11,Vanderbilt University,['Biophysical Journal'],10
1018,Modified Pearson Correlation Coefficient for Two-color Imaging in Spherocylindrical Cells,10.1186/s12859-018-2444-3,2018-04-12,University of Wisconsin Madison,['BMC Bioinformatics'],5
1019,Ezrin enrichment on curved membranes requires a specific conformation or interaction with a curvature-sensitive partner,10.7554/elife.37262,2018-04-12,Institut Curie,[],11
1020,Complementary studies of lipid membrane dynamics using iSCAT and super-resolved Fluorescence Correlation Spectroscopy,10.1088/1361-6463/aac04f,2018-04-13,"University of Oxford, Friedrich-Schiller University, Leibniz Institute of Photonic Technology (IPHT)",['J. Phys. D: Appl. Phys.'],9
1023,Computational assessment of blood flow heterogeneity in dialysis patients’ cardiac ventricles,10.3389/fphys.2018.00511,2018-04-14,University of Western Ontario,['Front. Physiol.'],1
1026,Quantifying configuration-sampling error in Langevin simulations of complex molecular systems,10.3390/e20050318,2018-04-15,"Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center",['Entropy'],4
1028,Routine Determination of Ice Thickness for Cryo-EM Grids,10.1016/j.jsb.2018.06.007,2018-04-16,New York Structural Biology Center,['Journal of Structural Biology'],15
1029,Charge fluctuation effects on the shape of flexible polyampholytes with applications to Intrinsically disordered proteins,10.1063/1.5035428,2018-04-16,University of Texas at Austin,['The Journal of Chemical Physics'],17
1030,Structures of filaments from Pick’s disease reveal a novel tau protein fold,10.1038/s41586-018-0454-y,2018-04-16,MRC Laboratory of Molecular Biology,['Nature'],167
1031,Near-atomic cryo-EM structure of yeast kinesin 5-microtubule complex reveals a distinct binding footprint,10.1016/j.jmb.2019.01.011,2018-04-16,"ISMB, Birkbeck College London",['Journal of Molecular Biology'],3
1034,A discontinuous Galerkin model for fluorescence loss in photobleaching of intracellular polyglutamine protein aggregates,10.1186/s13628-018-0046-0,2018-04-17,SDU,['BMC Biophys'],0
1035,Defining a canonical ligand-binding pocket in the orphan nuclear receptor Nurr1,10.1016/j.str.2018.10.002,2018-04-17,The Scripps Research Institute,['Structure'],5
1036,Membrane Diffusion Occurs by a Continuous-Time Random Walk Sustained by Vesicular Trafficking,10.1016/j.bpj.2018.04.024,2018-04-17,University of Western Ontario,['Biophysical Journal'],4
1037,Atomic-level characterization of protein-protein association,10.1073/pnas.1815431116,2018-04-17,D. E. Shaw Research,['Proc Natl Acad Sci USA'],28
1039,Infectivity of dengue virus serotypes 1 and 2 is correlated to E protein intrinsic dynamics but not to envelope conformations,10.1016/j.str.2018.12.006,2018-04-18,National University of Singapore,['Structure'],3
1040,High-resolution experimental and computational electrophysiology reveals weak β-lactam binding events in the porin PorB,10.1038/s41598-018-37066-9,2018-04-18,University of Dundee,['Sci Rep'],0
1041,The Structural Basis of IKs Ion-Channel Activation: Mechanistic Insights from Molecular Simulations,10.1016/j.bpj.2018.04.023,2018-04-18,Washington University in St. Louis,['Biophysical Journal'],6
1042,Probing compression versus stretch activated recruitment of cortical actin and apical junction proteins using mechanical stimulations of suspended doublets.,10.1063/1.5025216,2018-04-18,CNRS,['APL Bioengineering'],1
1043,Structural mechanism for Bruton’s tyrosine kinase activation at the cell membrane,10.1073/pnas.1819301116,2018-04-18,D. E. Shaw Research,['Proc Natl Acad Sci USA'],5
1044,Quantifying nucleation in vivo reveals the physical basis of prion-like phase behavior,10.1016/j.molcel.2018.06.016,2018-04-19,Stowers Institute for Medical Research,['Molecular Cell'],29
1045,Geometry-dependent instabilities in electrically excitable tissues,10.1016/j.cels.2018.08.013,2018-04-19,Harvard University,['Cell Systems'],7
1048,"Tight Turns of Outer Membrane Proteins: An Analysis of Sequence, Structure, and Hydrogen Bonding",10.1016/j.jmb.2018.06.013,2018-04-19,University of Kansas,['Journal of Molecular Biology'],2
1050,Precision in a rush: trade-offs between positioning and steepness of the hunchback expression pattern,10.1371/journal.pcbi.1006513,2018-04-21,Ecole Normale Superiere and CNRS,['PLoS Comput Biol'],8
1052,A double-edged sword: supramolecular complexes of triazavirine display multicenter binding effects which influence aggregate formation,10.1080/07391102.2018.1507837,2018-04-21,"Research Institute of Influenza, Ministry of Healthcare of the Russian Federation",['Journal of Biomolecular Structure and Dynamics'],2
1053,Sub-2 A Ewald Curvature Corrected Single-Particle Cryo-EM,10.1038/s41467-018-06076-6,2018-04-21,The Salk Institute for Biological Studies,['Nat Commun'],15
1054,gmxapi: a high-level interface for advanced control and extension of molecular dynamics simulations,10.1093/bioinformatics/bty484,2018-04-22,University of Virginia,[],4
1056,High Resolution Single Particle Cryo-Electron Microscopy using Beam-Image Shift,10.1016/j.jsb.2018.07.015,2018-04-23,New York Structural Biology Center,['Journal of Structural Biology'],20
1058,Single-molecule diffusion-based estimation of ligand effects on G protein-coupled receptors,10.1126/scisignal.aao1917,2018-04-23,RIKEN,['Sci. Signal.'],16
1059,Self-organised segregation of bacterial chromosomal origins,10.7554/eLife.46564,2018-04-23,Max Planck Institute for Terrestrial Microbiology,[],5
1060,Dynamics of Allosteric Transitions in Dynein,10.1016/j.str.2018.08.005,2018-04-23,The University of Texas at Austin,['Structure'],4
1062,Unraveling the mechanism of the cadherin-catenin-actin catch bond,10.1371/journal.pcbi.1006399,2018-04-23,Case Western Reserve University,['PLoS Comput Biol'],1
1063,Simulation of spontaneous G protein activation reveals a new intermediate driving GDP unbinding,10.7554/elife.38465,2018-04-23,Washington University in St. Louis,[],8
1066,Signal-to-Noise ratio made easy: A tool to assess your confocal performance,10.1038/s41598-018-37781-3,2018-04-25,"Imaging Core Facility, Biozentrum, University of Basel",['Sci Rep'],4
1067,Quantitative photoacoustic imaging study of tumours in vivo,10.1016/j.pacs.2018.12.002,2018-04-25,The Institute of Cancer Research,['Photoacoustics'],4
1068,Force-based three-dimensional model predicts mechanical drivers of cell sorting,10.1098/rspb.2018.2495,2018-04-26,University of Cambridge,['Proc. R. Soc. B'],1
1070,Prediction of the closed conformation and insights into the mechanism of the membrane enzyme LpxR,10.1016/j.bpj.2018.09.002,2018-04-26,University of Southampton,['Biophysical Journal'],2
1071,High Resolution Single Particle Cryo-Electron Microscopy using Beam-Image Shift,10.1016/j.jsb.2018.07.015,2018-04-26,New York Structural Biology Center,['Journal of Structural Biology'],20
1073,Assignment of the resting state of the secondary active transporter BetP by integrating spectroscopic measurements and molecular simulations,10.1085/jgp.201812111,2018-04-27,National Institutes of Health,[],2
1074,Construction of a novel phagemid to produce custom DNA origami scaffolds,10.1093/synbio/ysy015,2018-04-27,UCSF,[],8
1075,A Magnetic Head Design for Manipulating Single Proteins with Force,10.1073/pnas.1821284116,2018-04-28,"Department of Biological Sciences, Columbia University",['Proc Natl Acad Sci USA'],16
1076,Isopeptide-Blocker Impairs the Mechanics of Recently Translated Pilin Proteins,10.1073/pnas.1807689115,2018-04-28,Columbia University,['Proc Natl Acad Sci USA'],4
1079,"How epigenome drives chromatin folding and dynamics, insights from efficient coarse-grained models of chromosomes",10.1371/journal.pcbi.1006159,2018-04-28,"Univ Grenoble Alpes, CNRS, TIMC-IMAG, F-38000 Grenoble, France",['PLoS Comput Biol'],15
1080,Helicase Promotes Replication Re-initiation from an RNA Transcript,10.1038/s41467-018-04702-x,2018-04-28,Cornell University,['Nat Commun'],6
1081,Structural basis for relief of the sarcoplasmic reticulum Ca2+-ATPase inhibition by phospholamban at saturating Ca2+ conditions,10.1074/jbc.RA118.003752,2018-04-28,University of Michigan,['J. Biol. Chem.'],7
1082,"Map segmentation, automated model-building and their application to the Cryo-EM Model Challenge",10.1016/j.jsb.2018.07.016,2018-04-28,Los Alamos National Laboratory,['Journal of Structural Biology'],3
1083,Forces on nascent polypeptides during membrane insertion and translocation via the Sec translocon,10.1016/j.bpj.2018.10.002,2018-04-29,California Institute of Technology,['Biophysical Journal'],8
1084,Quantifying protein oligomerization in living cells: A systematic comparison of fluorescent proteins,10.1038/s41598-018-28858-0,2018-04-30,"Institute for Biochemistry and Biology, University of Potsdam",['Sci Rep'],15
1085,Single-molecule tracking in live Yersinia enterocolitica reveals distinct cytosolic complexes of injectisome subunits,10.1039/c8ib00075a,2018-04-30,University of Virginia,['Integr. Biol.'],8
1087,Gating Mechanisms during Actin Filament Elongation by Formins,10.7554/eLife.37342,2018-04-30,The University of Chicago,[],9
